16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,14,16,16,14,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,14,14,16,16,12,16,16,16,16,16,16,16,14,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,14,14,16,16,16,16,12,16,0,16,16,16,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14
16,16,16,16,16,16,10,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,8,16,14,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,0,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,12,14,16,16,16,16,16,16,16
16,16,14,16,14,16,16,16,16,14,16,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,0,16,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16
16,16,16,16,16,16,14,16,16,16,14,16,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,12,14,16,14,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,12,16,16,16,14,16,16,16
16,14,16,16,16,16,16,14,16,14,16,16,16,16,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,14,16,16,16,8,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,14,16,0,16,14,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16,16,12,16,14,16,16,16
16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,14,16,16,14,16,16,16,16,16,16,14,16,16,16,16,16,14,16,14,16,16,16,16,16,14,16,16,14,16,16,0,16,14,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16
14,12,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,8,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,16,16,14,16,0,16,14,16,16,16,16,16,16,16,14,16,16,14,16,16,16,14,16,14,16,16,16
14,16,16,16,16,14,16,16,16,16,16,14,16,16,16,14,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,14,16,16,14,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,0,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
16,14,16,16,16,16,16,14,16,14,16,16,16,14,16,16,16,16,16,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,14,16,16,16,14,16,16,16,16,14,16,16,16,16,16,16,12,12,16,16,16,16,16,16,16,14,16,14,16,0,16,16,16,16,16,14,16,16,16,16,14,16,16,16,14,16,14,16,16,16
16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,14,16,14,16,16,16,16,16,14,14,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,14,14,16,16,16,16,12,16,14,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,14,16,16,16,14,16,16,16,16,16,16,16,12
16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,0,14,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,16,16,16,14,16,14,14,16,16,16,16,16,16,14,16,16,14,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,14,0,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,14,16
16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,16,14,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,14,16,16,16,14,16,16,16,14,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,14,14,16,16,16,16,16,16,14,16,16,16,16,14,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,4,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,14,0,14,16,16,16,16,16,16,14,16,16,16,16,14,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,14,16,16,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,0,16,16,16,16,16,16,14,16,16,16,16,14,16
16,16,16,16,16,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,16,16,16,14,16,16,16,12,16,16,16,16,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16,14,16,16,16,16,16,16,16,16,14,16,16,14,16,16,16,16,16,16,0,16,16,16,16,16,16,16,16,16,16,16,14
16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,14,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,12,16,14,16,16,16,14,16,16,14,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,0,16,16,16,16,16,16,16,16,16,16,16
16,16,16,14,16,14,14,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,14,14,16,12,16,16,16,16,16,16,16,16,14,16,16,16,14,16,16,16,14,14,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,14,16,16,16,16,16,16,16
16,14,16,16,16,16,16,14,16,12,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,16,12,16,16,16,14,16,16,16,16,16,12,16,16,16,16,16,14,14,16,16,16,16,16,16,16,14,16,14,16,14,16,16,16,16,16,16,16,16,16,16,0,16,16,16,14,16,14,16,14,14
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,12,14,16,16,14,16,16,14,16,16,16,14,14,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,12,14,16,16,16,16,14,16,14,12,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,16,14
16,16,16,16,16,16,14,16,16,16,14,16,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,12,14,16,14,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,14,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,0,16,16,16,14,16,16,16
16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,14,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,14,16,16,16,16,16,16,0,16,16,16,16,14,16
16,14,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,14,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,16,16,12,16,14,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16,16,0,16,14,16,16,16
14,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16
16,14,16,16,16,16,16,14,16,14,16,16,16,16,16,16,16,14,16,14,14,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,14,16,14,16,16,16,14,16,14,16,16,16,16,16,16,16,16,16,14,14,16,16,16,16,16,16,14,14,16,14,16,14,16,16,16,16,16,16,16,16,16,16,14,16,14,16,14,16,0,16,16,16
16,16,14,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,14,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,14,16,16,14,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,12,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,16,16
16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,14,16,16,16,16,10,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,14,16,16,16,16,16,16,16,16,16,16,16,16,16,14,16,14,14,14,16,16,16,14,16,16,14,16,16,16,16,0,16
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,14,16,12,16,16,16,16,16,14,14,16,16,14,16,12,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,16,16,14,14,16,16,16,16,14,16,14,16,16,16,16,16,16,16,16,12,16,16,16,16,16,16,14,16,16,14,14,16,16,16,16,16,16,16,0
